ID,Address,Suburb,Price,Type,Date,Rooms,Bathroom,Car,LandSize,Age,Latitude,Longitude,train_station_id,distance_to_train_station,travel_min_to_CBD,over_priced?,crime_A_average,crime_B_average,crime_C_average,closest_primary_school,distance_to_closest_primary,primary_school_ranking,closest_secondary_school,distance_to_closest_secondary,secondary_school_ranking
ID777822828,44 Moorna Dr,AIRPORT WEST,950000.0,t,12/08/2017,4,2.0,1.0,255.0,139.0,-37.72572,144.86848,20033,4749.530115868225,34.0,0,1214.6666666666667,5603.666666666667,375.3333333333333,Penleigh & Essendon Grammar School,734.6382013364868,126,Penleigh & Essendon Grammar School,734.6382013364868,not ranked
ID450037385,21a Edgar St,HADFIELD,465000.0,u,4/06/2016,3,1.0,1.0,225.0,14.0,-37.7068,144.9467,19961,1270.4630219886378,39.0,0,1683.6666666666667,8938.666666666666,509.3333333333333,St Thomas More's School,164.26275808478124,not ranked,Pascoe Vale Girls Secondary College,1551.9923049396575,not ranked
ID626841302,10 Matthews St,SUNSHINE,960000.0,h,15/07/2017,3,2.0,2.0,655.0,34.0,-37.79352,144.84318000000005,20021,1062.5558975521687,24.555555555555557,0,1412.0,6364.0,699.3333333333334,Our Lady of the Immaculate Conception School,808.9195452228379,not ranked,Caroline Chisholm Catholic College,1047.873110907643,not ranked
ID624139031,2 Hazel Gr,PASCOE VALE,915000.0,h,10/12/2016,2,1.0,3.0,629.0,44.0,-37.7312,144.9399,20034,1031.636826906568,31.0,0,659.0,5219.333333333333,338.3333333333333,St Oliver Plunkett's School,175.6311514150571,not ranked,Antonine College,1139.8983098589194,482
ID430390244,28 Wanda Rd,CAULFIELD NORTH,2830000.0,h,15/10/2016,4,2.0,2.0,723.0,109.0,-37.8672,145.0225,19944,606.2688085747155,20.8,0,1540.6666666666667,6062.333333333333,477.6666666666667,Caulfield Junior College,552.7604061246899,226,Oakwood School,1273.490589007674,565
ID626452282,3/46 Tibrockney St,HIGHETT,548000.0,h,17/06/2017,2,1.0,1.0,0.0,49.0,-37.95037,145.03473,19872,663.238753035911,40.166666666666664,0,2837.0,9343.666666666666,1212.6666666666667,St Agnes' School,539.7578402764499,not ranked,Sandringham College,1245.7361427991034,304
ID154187827,40 Borva Dr,KEILOR EAST,601200.0,h,27/06/2016,3,1.0,1.0,554.0,59.0,-37.7303,144.8636,20033,5281.698063100179,34.0,1,555.6666666666666,1129.0,160.66666666666666,Penleigh & Essendon Grammar School,628.0032538094688,126,Penleigh & Essendon Grammar School,628.0032538094688,not ranked
ID349316169,2/52 Walter St,ST ALBANS,500000.0,u,17/06/2017,3,1.0,1.0,388.0,27.0,-37.73163,144.80697,20001,1193.972445319279,34.375,0,1479.3333333333333,4398.666666666667,502.0,St Albans North Primary School,436.86127751209614,not ranked,Catholic Regional College,1065.4642399611841,236
ID628404573,353 Waterdale Rd,BELLFIELD,855000.0,h,18/03/2017,2,1.0,0.0,693.0,59.0,-37.7534,145.0454,19934,1360.436457188357,29.0,0,817.6666666666666,1779.6666666666667,181.0,St Pius X School,725.1331800430007,not ranked,Ivanhoe Girls' Grammar School,1326.7711157176734,49
ID597744621,124 Carrick Dr,GLADSTONE PARK,645000.0,h,22/07/2017,3,1.0,1.0,556.0,59.0,-37.69584,144.89379,20031,1944.7393309403917,38.0,1,663.0,4010.0,377.0,School of the Good Shepherd,493.33136011994117,not ranked,Gladstone Park Secondary College,753.9497672906055,not ranked
ID927658476,506/220 Commercial Rd,PRAHRAN,1400000.0,u,4/06/2016,3,2.0,2.0,0.0,99.0,-37.847,144.9936,19958,432.0593820137051,13.5,0,659.0,5219.333333333333,338.3333333333333,South Yarra Primary School,941.992184723041,44,Prahran High School,609.567117313606,not ranked
ID309627513,54 Princes St,FLEMINGTON,917000.0,h,29/04/2017,3,1.0,0.0,143.0,129.0,-37.7868,144.9336,20040,410.79210560688364,18.0,0,2047.6666666666667,9171.0,742.3333333333334,Debney Meadows Primary School,163.63600342433077,not ranked,Mount Alexander 7-12 College,518.1751722399536,not ranked
ID837951228,14 Duncan Ct,WESTMEADOWS,675000.0,h,8/07/2017,4,2.0,4.0,744.0,49.0,-37.6815,144.87892,22254,3589.1271107223797,32.0,0,98.66666666666667,190.66666666666666,19.0,Gladstone Park Primary School,922.0941524871755,not ranked,Gladstone Park Secondary College,1341.6098666049004,not ranked
ID486424778,10 Intervale Dr,AVONDALE HEIGHTS,790000.0,h,27/11/2016,4,2.0,2.0,570.0,24.0,-37.7513,144.859,20004,4208.843102977457,26.375,0,1654.0,9119.666666666666,550.0,St Peter's School,787.0930661979621,345,Essendon Keilor College,1598.1163721446842,460
ID727312850,7/8 The Avenue,WINDSOR,501000.0,u,16/07/2016,1,1.0,1.0,0.0,14.0,-37.8571,144.9979,19957,528.4719615896755,15.5,0,1002.6666666666666,4068.0,328.3333333333333,Windsor Primary School,195.5698953696993,not ranked,Christian Brothers' College St Kilda,264.22340352130885,not ranked
ID385221096,3/907 Dandenong Rd,MALVERN EAST,300000.0,u,23/04/2016,1,1.0,1.0,0.0,6.0,-37.8764,145.0463,22248,352.0552671651502,19.5,0,610.0,1743.6666666666667,228.0,St Mary's School,693.2328759729891,159,Oakwood School,1099.1014992772402,565
ID497096054,77 Union St,NORTHCOTE,1634000.0,h,28/08/2016,2,1.0,2.0,376.0,99.0,-37.7789,144.9952,20017,228.3820870705083,19.3,0,136.33333333333334,302.6666666666667,42.0,St Joseph's School,494.76831884762225,113,Northcote High School,715.9235472098433,178
ID164771215,19 Balcombe St,SUNSHINE NORTH,555000.0,h,4/06/2016,3,1.0,1.0,565.0,79.0,-37.7781,144.8451,22241,1582.9705212272765,15.85,0,1363.6666666666667,6287.666666666667,564.3333333333334,Sunshine Harvester Primary School,540.5794857671715,not ranked,Braybrook College,215.12745610515003,139
ID741595056,1/166 Mitchell St,MAIDSTONE,673000.0,h,14/05/2016,3,1.0,2.0,285.0,109.0,-37.7813,144.8678,20022,2043.3753238983807,21.4,1,610.0,1743.6666666666667,228.0,Christ the King Primary School,870.3498233300628,not ranked,Caroline Chisholm Catholic College,1637.7743776248699,not ranked
ID175434615,16 Vincent St,GLEN IRIS,3500000.0,h,7/05/2016,4,2.0,2.0,859.0,68.0,-37.8625,145.04399999999995,19944,1358.241082356735,20.8,0,1923.6666666666667,8979.333333333334,620.3333333333334,Sacre Coeur,670.6308664061241,176,Sacre Coeur,670.6308664061241,16
ID465049277,200 Railway Pde,NOBLE PARK,650000.0,h,8/07/2017,3,1.0,1.0,637.0,104.0,-37.97593,145.18931,19889,327.63308037755405,46.0,0,84.66666666666667,371.6666666666667,13.0,Yarraman Oaks Primary School,657.3337331140317,not ranked,Noble Park Secondary College,881.2219392818506,439
ID381331942,227a Danks St,ALBERT PARK,2030000.0,h,28/08/2016,3,2.0,0.0,152.0,129.0,-37.8488,144.9551,19958,3056.4159274408416,13.5,0,1202.0,5034.333333333333,333.0,Middle Park Primary School,239.30682361899318,242,Albert Park College,813.3823775062402,131
ID141517261,119 Hughes Pde,RESERVOIR,680000.0,h,16/04/2016,3,1.0,4.0,527.0,54.0,-37.6983,144.9941,20008,1612.2722604663318,38.22222222222222,0,824.6666666666666,1890.3333333333333,159.33333333333334,St Joseph the Worker School,448.1358863492307,not ranked,William Ruthven Secondary College,785.3571228284976,not ranked
ID515990390,658 Lygon St,CARLTON NORTH,880000.0,h,18/06/2016,2,1.0,0.0,142.0,49.0,-37.7911,144.9688,19970,1822.902231624975,22.333333333333332,0,3703.6666666666665,18944.0,2039.3333333333333,Carlton North Primary School,371.9519104309107,218,Princes Hill Secondary College,910.6661818701689,not ranked
ID987781673,78 Albenca St,CHELTENHAM,1300000.0,h,26/08/2017,5,2.0,2.0,1006.0,49.0,-37.97404,145.07541,19865,1251.7148048760243,44.6875,0,1288.3333333333333,4242.333333333333,480.0,Mentone Park Primary School,928.3244292600633,not ranked,Kilbreda College,1411.1750179605526,145
ID183972348,50 Home Rd,NEWPORT,1199000.0,h,25/02/2017,3,1.0,3.0,506.0,119.0,-37.841,144.8878,19994,415.7879053498878,16.310344827586206,0,84.33333333333333,293.3333333333333,23.0,Sacred Heart School,573.2758889074316,203,Bayside P-12 College,1872.850720405588,243
ID463179097,4/31 Millers Rd,ALTONA,391000.0,u,11/02/2017,2,1.0,1.0,0.0,54.0,-37.8678,144.8384,19927,224.81470217625127,24.428571428571427,0,2494.6666666666665,11307.0,1410.0,Seaholme Primary School,420.76169332854204,425,Altona College,1856.2171106792096,not ranked
ID853031057,171 Essex St,WEST FOOTSCRAY,879000.0,h,23/09/2017,3,1.0,2.0,377.0,69.0,-37.79285,144.86969,20022,927.209697870606,21.4,0,298.0,735.0,154.0,Footscray West Primary School,539.5202841933698,399,Caroline Chisholm Catholic College,1890.9521883714062,not ranked
ID115646478,18 Chapel St,CREMORNE,1015000.0,h,16/07/2016,2,1.0,1.0,131.0,129.0,-37.8274,144.9967,22247,683.5825688757745,10.0,0,888.0,2196.0,181.33333333333334,Richmond Primary School,319.13308562194123,260,Melbourne High School,1056.6588399110778,2
ID851656587,17 Birdwood St,BALWYN,2100000.0,h,17/06/2017,1,1.0,1.0,678.0,3.0,-37.80292,145.06423999999996,19892,2580.906081800065,21.785714285714285,0,959.0,4476.666666666667,324.0,Deepdene Primary School,657.1922997080821,42,Kew High School,824.5102026401014,124
ID577026905,5/14 Busch St,WEST FOOTSCRAY,450000.0,h,27/11/2016,2,1.0,1.0,0.0,39.0,-37.7956,144.8762,20023,1059.1748051463458,19.4,0,268.3333333333333,736.0,128.33333333333334,Footscray West Primary School,115.7293463492165,399,Footscray City College,1646.040652123447,166
ID154102894,9 Cook St,IVANHOE,981000.0,h,4/06/2016,3,3.0,2.0,626.0,3.0,-37.76,145.0326,19933,1501.5292528217083,26.058823529411764,0,555.6666666666666,1129.0,160.66666666666666,St Bernadette's School,366.4256155473172,230,Virtual School Victoria,648.2193211104224,not ranked
ID675805977,29 Oak St,HAWTHORN,3900000.0,h,27/05/2017,4,2.0,1.0,595.0,17.0,-37.81396,145.01899,19905,940.6655620777298,13.952380952380953,0,1173.6666666666667,8523.666666666666,974.6666666666666,Hawthorn West Primary School,686.9411074758608,125,Melbourne Girls College,1035.7832460302395,not ranked
ID942823042,154 Grandview Gr,ROSANNA,1380000.0,h,8/04/2017,4,2.0,2.0,607.0,119.0,-37.7334,145.0631,19983,979.4866137151047,34.75,0,885.0,1901.0,227.66666666666666,Rosanna Primary School,222.78147751196016,367,Charles La Trobe P-12 College,630.1666501514319,465
ID269048508,3 Bakers Pde,BRUNSWICK WEST,1300000.0,h,27/05/2017,3,1.0,3.0,484.0,99.0,-37.75416,144.94491000000005,19966,1488.9910988217766,30.0,0,941.3333333333334,5813.0,575.6666666666666,Brunswick North West Primary School,306.43915510156745,456,Antonine College,1456.2504160263975,482
ID126252503,2/72 Dendy St,BRIGHTON,1427000.0,t,18/03/2017,3,2.0,1.0,313.0,69.0,-37.9206,145.0,19951,689.7790337353845,26.5,0,2897.3333333333335,11243.0,942.0,Brighton Beach Primary School,380.7003364675033,170,St Leonard's College,1113.1911853052864,43
ID784674954,31 Boyce Av,BRIAR HILL,830000.0,h,12/08/2017,3,1.0,2.0,905.0,57.0,-37.7063,145.12215,19986,1002.9922176583319,43.9,0,59.0,124.0,5.333333333333333,Briar Hill Primary School,568.1053970482702,348,Montmorency Secondary College,1146.539631921707,not ranked
ID475030622,1 Delaware St,RESERVOIR,861500.0,h,13/05/2017,2,1.0,1.0,419.0,79.0,-37.721,145.016,20010,915.6728393412528,34.2,1,885.0,1901.0,227.66666666666666,Reservoir East Primary School,526.474481973977,not ranked,Reservoir High School,1220.7102419089385,346
ID275795195,9A Comas Rd,BEAUMARIS,1150000.0,h,23/09/2017,3,2.0,2.0,335.0,23.0,-37.97316,145.04041999999995,19866,1436.8175440180426,42.125,0,59.0,124.0,5.333333333333333,Beaumaris North Primary School,354.92015515474185,395,Beaumaris Secondary College,805.860771535723,not ranked
ID962754453,39 Heath St,PORT MELBOURNE,900000.0,h,14/05/2016,2,1.0,0.0,124.0,119.0,-37.8356,144.9439,20043,2066.168805604578,0.0,0,659.0,5219.333333333333,338.3333333333333,Port Melbourne Primary School,887.4315100875187,325,Albert Park College,1067.5541341650621,131
ID887136455,156 Patterson Rd,BENTLEIGH,1110000.0,h,6/08/2016,3,1.0,2.0,692.0,79.0,-37.9263,145.04,19938,417.8871114749619,36.84615384615385,0,925.6666666666666,4701.333333333333,308.6666666666667,St Paul's School,407.5781413951676,211,Our Lady of the Sacred Heart College,64.43155723084679,not ranked
ID388421314,56a Leinster Gr,THORNBURY,1070000.0,t,24/09/2016,3,2.0,2.0,158.0,12.0,-37.7588,144.9881,20015,984.5973534232771,23.3,0,2403.6666666666665,5212.333333333333,586.6666666666666,Thornbury Primary School,848.7758136562297,not ranked,St John's College Preston,1591.1203669827437,not ranked
ID424750185,10 Neil St,WEST FOOTSCRAY,970000.0,h,8/04/2017,4,1.0,2.0,528.0,79.0,-37.7969,144.8647,20022,303.83576054920854,21.4,0,298.0,735.0,154.0,Dinjerra Primary School,951.8368791700073,not ranked,Caroline Chisholm Catholic College,1777.73859539452,not ranked
ID288186086,4 Dennis St,RESERVOIR,830000.0,h,16/07/2016,3,1.0,2.0,671.0,64.0,-37.7187,145.0127,20010,541.4000722976549,34.2,0,824.6666666666666,1890.3333333333333,159.33333333333334,St Gabriel's School,671.6597121286482,not ranked,Reservoir High School,1554.5601756526248,346
ID206016005,2 Scotchmer St,FITZROY NORTH,1210000.0,h,15/10/2016,2,1.0,1.0,223.0,134.0,-37.7829,144.9782,20019,1250.4079270815762,18.3,0,1923.6666666666667,8979.333333333334,620.3333333333334,Fitzroy North Primary School,574.1193682371144,103,Fitzroy High School,846.2206729907352,248
ID157478974,382A Smith St,COLLINGWOOD,931000.0,t,16/09/2017,2,1.0,1.0,109.0,18.0,-37.79737,144.98492,19975,861.680070419711,13.235294117647058,0,1097.6666666666667,5916.0,553.3333333333334,St Joseph's School,367.30323004535484,113,Collingwood College,794.5506106737189,359
ID503204749,11 Cromer Pl,KEILOR DOWNS,705000.0,h,15/07/2017,4,2.0,3.0,815.0,19.0,-37.71757,144.81328,20001,2158.6112164342926,34.375,0,2837.0,9343.666666666666,1212.6666666666667,Keilor Views Primary School,360.43156072857334,not ranked,Keilor Downs Secondary College,293.81935361427776,not ranked
ID739229370,16 Bottlebrush Rd,CRAIGIEBURN,565000.0,h,12/08/2017,4,2.0,2.0,482.0,7.0,-37.57416,144.91269,40221,4096.157905331258,49.0,0,1288.3333333333333,4242.333333333333,480.0,Newbury Primary School,448.827347672167,not ranked,Mount Ridley P-12 College,1165.8061053333347,432
ID867631096,18A Hart St,AIRPORT WEST,730000.0,t,17/06/2017,3,1.0,2.0,242.0,9.0,-37.72893,144.88859,20033,3146.454172646494,34.0,0,1214.6666666666667,5603.666666666667,375.3333333333333,St Christopher's School,854.240818554584,274,Penleigh & Essendon Grammar School,1646.5884425835566,not ranked
ID628108624,2/28 Broadmeadows Rd,TULLAMARINE,470000.0,u,15/07/2017,2,1.0,1.0,161.0,59.0,-37.70586,144.87947,20032,3327.9616842242694,36.0,0,256.0,511.3333333333333,54.666666666666664,Tullamarine Primary School,407.0706017967,not ranked,Gladstone Park Secondary College,2017.5000709081971,not ranked
ID419246178,1 Gladesville Dr,BENTLEIGH EAST,1220000.0,h,1/07/2017,5,2.0,2.0,611.0,69.0,-37.93228,145.07026000000005,19937,2952.2004340213457,38.266666666666666,0,959.0,4476.666666666667,324.0,East Bentleigh Primary School,258.4343701819296,not ranked,St James' College,653.769152770585,not ranked
ID515429643,1 Chisholm St,ABERFELDIE,726000.0,u,24/09/2016,3,1.0,1.0,229.0,23.0,-37.7606,144.8973,22253,1739.7815250011674,18.333333333333332,0,703.6666666666666,1502.0,135.66666666666666,Our Lady of the Nativity School,477.64160598047476,373,Ave Maria College,447.1000227615465,111
ID255215697,1A Wallen St,BRIGHTON EAST,1035000.0,h,27/05/2017,2,1.0,1.0,542.0,34.0,-37.91704,145.01846,19939,1628.2809286074187,35.15384615384615,0,2897.3333333333335,11243.0,942.0,St Finbar's School,121.378459335862,336,Brighton Secondary College,351.65855828078685,213
ID117747636,11 Evelyn Ct,DINGLEY VILLAGE,970000.0,h,19/08/2017,4,2.0,2.0,364.0,24.0,-37.96853,145.12948,19913,2984.958953233352,39.48148148148148,0,3327.0,11071.666666666666,1069.3333333333333,Spring Parks Primary School,1391.827278208957,not ranked,Heatherton Christian College,1986.132538049201,226
ID508339610,14 Carbine Wy,KEILOR DOWNS,675000.0,h,8/07/2017,3,2.0,4.0,708.0,44.0,-37.72659,144.79668,20001,395.8696639098247,34.375,0,2837.0,9343.666666666666,1212.6666666666667,St Albans North Primary School,741.2831643375114,not ranked,Catholic Regional College,1385.7079435837104,236
ID790721591,3a Irving St,NIDDRIE,780000.0,h,3/09/2016,3,2.0,2.0,274.0,6.0,-37.7353,144.8907,20036,2973.728548870101,27.0,0,71.0,261.0,20.0,St John Bosco's School,941.8486925497115,not ranked,Rosehill Secondary College,1327.6200166474966,239
ID233607449,6 Mandrel St,MAIDSTONE,505500.0,t,17/06/2017,2,1.0,1.0,59.0,5.0,-37.77824,144.87427,20022,2542.222551330242,21.4,0,717.3333333333334,1763.0,318.6666666666667,Footscray North Primary School,1327.0220931843098,235,Maribyrnong Secondary College,1237.190518538089,not ranked
ID738594728,4 Toorang Ct,PAKENHAM,435000.0,h,15/07/2017,4,2.0,2.0,553.0,14.0,-38.08699,145.48273,22252,778.0561961739313,68.6,0,251.66666666666666,768.3333333333334,83.33333333333333,Pakenham Springs Primary School,1142.6053057856022,not ranked,Pakenham Secondary College,2251.1857133803346,380
ID209627085,4 Bennett St,BURWOOD,1390000.0,h,3/12/2016,3,1.0,2.0,697.0,79.0,-37.851,145.1169,19849,3199.0801665803137,28.666666666666668,0,958.6666666666666,5673.0,628.0,Mount Scopus Memorial College,428.1722754155935,288,Mount Scopus Memorial College,428.1722754155935,10
ID924067489,75 Crisp St,HAMPTON,3201000.0,h,18/03/2017,5,3.0,2.0,760.0,84.0,-37.9416,145.0107,19949,905.0925653111218,31.5,0,1841.6666666666667,9184.666666666666,533.3333333333334,Sandringham Primary School,682.4151946011573,353,St Leonard's College,1469.8565448737947,43
ID376297028,8/33 McIntyre St,BURWOOD,746000.0,u,17/09/2016,3,1.0,2.0,308.0,24.0,-37.8505,145.1065,19849,2287.4124099957603,28.666666666666668,0,958.6666666666666,5673.0,628.0,Presbyterian Ladies' College,220.52609657468633,1,Presbyterian Ladies' College,220.52609657468633,6
ID885287747,2 Oxford St,CAMBERWELL,892000.0,h,8/10/2016,2,1.0,1.0,335.0,59.0,-37.8452,145.0959,19849,1526.930193483961,28.666666666666668,0,3703.6666666666665,18944.0,2039.3333333333333,Wattle Park Primary School,313.407899660882,89,Presbyterian Ladies' College,1045.0680631594514,6
ID884772195,5 Flourish Wy,WERRIBEE,463000.0,h,22/07/2017,4,2.0,2.0,358.0,7.0,-37.91807,144.63816,19921,2897.440119937144,35.142857142857146,0,98.66666666666667,190.66666666666666,19.0,Thomas Chirnside Primary School,1654.907510200031,not ranked,MacKillop Catholic Regional College,2551.062686358068,not ranked
ID456969768,2/232 Warrigal Rd,OAKLEIGH SOUTH,680000.0,t,3/09/2016,3,2.0,1.0,189.0,24.0,-37.9122,145.0853,19917,1342.8856954804628,29.35483870967742,0,136.33333333333334,302.6666666666667,42.0,Hughesdale Primary School,976.7876165062884,221,Sacred Heart Girls' College,1119.4042044930611,93
ID779151629,34 Moorna Dr,AIRPORT WEST,978000.0,h,24/09/2016,4,3.0,2.0,532.0,44.0,-37.7263,144.869,20033,4716.796607687107,34.0,0,1202.0,5034.333333333333,333.0,Penleigh & Essendon Grammar School,662.1965404178009,126,Penleigh & Essendon Grammar School,662.1965404178009,not ranked
ID728030818,23 Gardner St,RICHMOND,1012000.0,t,27/06/2016,3,2.0,1.0,80.0,59.0,-37.8155,145.0061,19978,1292.1656864845256,9.125,0,824.6666666666666,1890.3333333333333,159.33333333333334,Yarra Primary School,154.77824352400003,475,Lynall Hall Community School,355.0172352710618,559
ID220216941,6 Rodman St,RESERVOIR,905000.0,h,19/11/2016,3,1.0,2.0,950.0,59.0,-37.7022,145.0078,20009,652.0031419297267,35.2,1,824.6666666666666,1890.3333333333333,159.33333333333334,William Ruthven Primary School,757.9389152120257,not ranked,William Ruthven Secondary College,758.5870933541073,not ranked
ID809724999,10/4 Rae Ct,PRAHRAN,500500.0,u,4/03/2017,1,1.0,1.0,0.0,74.0,-37.857,145.0027,19957,943.2445065075988,15.5,0,705.3333333333334,5479.666666666667,335.0,St Mary's School,502.15050702065713,159,Christian Brothers' College St Kilda,565.8492674167635,not ranked
ID294359757,2/115 Gillies St,FAIRFIELD,505000.0,u,7/11/2016,2,1.0,1.0,0.0,49.0,-37.7755,145.0178,19930,416.1862206159243,22.0,0,334.6666666666667,1407.6666666666667,88.33333333333333,Fairfield Primary School,359.70286225675585,193,Santa Maria College,1464.5852976191663,137
ID832377096,6 Wilson Gr,CAMBERWELL,1602500.0,h,18/03/2017,3,1.0,1.0,405.0,89.0,-37.8448,145.071,19850,410.9603564276969,26.666666666666668,0,3767.6666666666665,18925.0,2042.3333333333333,Camberwell South Primary School,814.3200225500357,327,Siena College Ltd,1603.956565031664,not ranked
ID807147538,24 Flora Gr,IVANHOE EAST,1605000.0,h,6/08/2016,3,1.0,1.0,624.0,69.0,-37.7741,145.0506,19933,736.763697216422,26.058823529411764,0,87.33333333333333,252.0,37.0,Ivanhoe Grammar School,566.9149087161346,150,Ivanhoe Grammar School,566.9149087161346,57
ID888056709,2/5 Denham St,HAWTHORN,762000.0,u,17/06/2017,2,1.0,1.0,1583.0,49.0,-37.81857,145.01703999999995,19905,629.8995507583388,13.952380952380953,1,1173.6666666666667,8523.666666666666,974.6666666666666,Hawthorn West Primary School,208.053986727254,125,Melbourne Girls College,498.6851050145183,not ranked
ID717143360,5 MacKenzie St,BRUNSWICK,1222500.0,h,10/12/2016,3,1.0,0.0,331.0,129.0,-37.7619,144.959,19967,165.31290279729382,27.333333333333332,0,958.6666666666666,5673.0,628.0,Brunswick North Primary School,788.3852139491847,not ranked,Sydney Road Community School,903.493404383159,447
ID203558319,4/254 Waverley Rd,MOUNT WAVERLEY,611000.0,u,22/07/2017,2,1.0,1.0,161.0,49.0,-37.8837,145.11526,19917,3008.3734121221614,29.35483870967742,0,1471.0,7759.666666666667,779.6666666666666,Mount Waverley Heights Primary School,661.9850089160253,96,Salesian College,1322.5120865407396,153
ID400082623,50 Milleara Rd,KEILOR EAST,850000.0,h,12/08/2017,3,1.0,1.0,597.0,69.0,-37.73305,144.86526,20036,5148.5567190931215,27.0,0,591.6666666666666,1189.6666666666667,177.33333333333334,Penleigh & Essendon Grammar School,457.9619320051731,126,Penleigh & Essendon Grammar School,457.9619320051731,not ranked
ID396877584,13A Queens Pde,FAWKNER,577000.0,t,27/05/2017,3,1.0,1.0,164.0,16.0,-37.71976,144.97121,19963,881.151112992849,36.0,0,1253.6666666666667,7401.333333333333,484.6666666666667,Fawkner Primary School,592.6393314373717,not ranked,Mercy College,1320.9568754939312,349
ID687405445,4/77 Pender St,THORNBURY,350000.0,u,18/06/2016,2,1.0,1.0,0.0,59.0,-37.7542,145.01,20014,1010.3001812342563,25.3,0,2403.6666666666665,5212.333333333333,586.6666666666666,Penders Grove Primary School,377.4646633565487,not ranked,St John's College Preston,1257.3446280695955,not ranked
ID616678253,1 Dongola Rd,WEST FOOTSCRAY,935000.0,h,22/04/2017,3,1.0,2.0,325.0,94.0,-37.7922,144.8818,20023,1113.6428562320239,19.4,1,298.0,735.0,154.0,St John's School,503.3782004618586,489,Footscray City College,1081.6810271156317,166
ID743112231,54 Sussex St,YARRAVILLE,890000.0,h,3/09/2017,3,1.0,2.0,338.0,113.0,-37.8195,144.88908,19996,413.13608080929004,11.357142857142858,0,817.6666666666666,1779.6666666666667,181.0,Yarraville West Primary School,620.4731062058719,105,Gilmore College For Girls,2327.786004375489,387
ID195737844,3 Dava Ct,GLADSTONE PARK,670000.0,h,3/09/2017,4,2.0,2.0,729.0,39.0,-37.6927,144.89395,20031,1947.9688439107706,38.0,0,663.0,4010.0,377.0,School of the Good Shepherd,397.3905116245148,not ranked,Gladstone Park Secondary College,477.02380712089297,not ranked
